,ymd,taavg,tamin,tamax,wsavg,wsmax,wdmax,hmavg,hmmin,evs,evl,catotavg,psavg,psmax,psmin,sdmax,tdavg,siavg,ssavg
614,2010-06-10,24.1,16.8,32.2,1.2,3,SW,51.3,22,,,5.1,1013.7,1015.3,1011.7,,11.8,,.7
615,2010-06-11,24,15.7,31.3,1.5,4,SSW,46.1,19,,,6.3,1012.5,1014.9,1010.2,,10.3,,.6
616,2010-06-12,20.3,17.9,23.4,1.4,5,E,77,45,,,9.9,1010.4,1012.3,1008.3,,16.1,,
617,2010-06-13,23.4,19.1,30.1,1.2,4,WNW,73,40,,,7.4,1007.8,1009.9,1005.6,,17.6,,.3
618,2010-06-14,24.2,19.9,27.9,1.6,4,N,72.3,56,,,7.8,1007.2,1008.7,1005.4,,18.7,,.4
619,2010-06-15,24,20.6,29.8,1.4,6,E,74.4,47,,,8.3,1004.8,1006.8,1002.3,,18.6,,.3
620,2010-06-16,22.8,18.3,28.3,1.3,4,W,73.7,46,,,6.4,1006.4,1008.1,1004.4,,17.6,,.2
621,2010-06-17,23.8,19.5,27.9,0.7,2,W,76.1,55,,,8.6,1006.5,1008.2,1004.4,,19.1,,.1
622,2010-06-18,25.7,21.3,31.2,1.5,4,E,64.5,38,,,8.5,1002.8,1005.1,1000.6,,17.4,,.3
623,2010-06-19,22.7,19.4,26.8,1.1,4,WSW,77.1,58,,,9.3,1004.2,1005.2,1002.9,,18.3,,.1
624,2010-06-20,22.7,19,27.4,1.5,4,SSW,79.8,59,,,8,1003.4,1004.8,1001.7,,18.9,,.1
625,2010-06-21,22.1,18.5,28,1.2,3,WNW,76.3,45,,,5.1,1004.9,1006.1,1003.6,,17.2,,.3
626,2010-06-22,21.9,15.5,28.3,1.5,5,W,58.1,23,,,4.9,1007.1,1008.1,1005.5,,11.9,,.6
627,2010-06-23,22.6,16.3,29.4,1.2,3,W,53.2,26,,,1.6,1007.9,1009.8,1006,,11.5,,.8
628,2010-06-24,23.1,15,31.2,1,3,N,60.8,31,,,0.3,1009.2,1010.8,1006.8,,14,,.8
629,2010-06-25,25.2,17.9,32.6,1.4,4,SSE,56.7,27,,,6.1,1009.1,1010.9,1007.5,,14.3,,.6
630,2010-06-26,24.3,21.5,26.6,2.1,4,ESE,67.3,49,,,9.9,1006.4,1008,1005,,17.7,,0
631,2010-06-27,23.1,21.4,24.6,1.4,4,SW,86.5,79,,,9.8,1007,1008.8,1005.3,,20.6,,0
632,2010-06-28,24.4,19.5,30.1,1.1,3,WNW,72.6,44,,,6.4,1006.8,1009.1,1004.5,,18.7,,.4
633,2010-06-29,24.3,19.7,29.5,1.1,3,NNW,74.3,49,,,7.5,1006.9,1008.8,1005.1,,19.2,,.4
634,2010-06-30,23.7,21.6,27.2,0.9,3,WSW,82.6,62,,,9.4,1005.6,1007.2,1003.7,,20.3,,0
635,2010-07-01,26,21.7,30.8,1,4,SW,76.9,53,,,8.8,1003.5,1005.1,1002,,21.4,,.3
636,2010-07-02,25.1,23.9,27.1,1.6,5,ESE,86.7,78,,,10,1000.4,1002.9,998.4,,22.6,,
637,2010-07-03,24.6,23.8,25.7,0.7,2,W,91.4,86,,,10,998.2,999.9,997,,23.1,,
638,2010-07-04,24.8,22.5,29,1.2,4,ESE,83.3,66,,,9.6,999.5,1001,997.7,,21.6,,0
639,2010-07-05,25.7,22.6,30.6,1.3,4,W,79.8,56,,,7,998.2,999.6,996.2,,21.7,,.2
640,2010-07-06,25.7,20.7,31.9,1.5,5,WSW,66.2,32,,,4.1,1000.2,1001.9,998.7,,17.8,,.5
641,2010-07-07,25.3,20.6,30.7,1.9,5,ENE,65.3,39,,,5.8,1004.3,1008.6,1001.5,,18.1,,.4
642,2010-07-08,24.4,20.1,29.4,1.4,3,E,73.4,49,,,7.5,1008.9,1010.3,1007.3,,18.9,,.3
643,2010-07-09,24.6,19.6,27.8,1.2,2,ENE,70,55,,,5.8,1007.6,1009.7,1007.5,,17.9,,.5
644,2010-07-10,25.4,19.8,30.3,1.5,4,ESE,65.6,39,,,8.1,1008.1,1010,1005.5,,17.8,,.2
645,2010-07-11,22.7,20.6,25,1.8,5,ESE,74.1,56,,,9.3,1003,1006.1,1000.8,,17.6,,
646,2010-07-12,23.6,19.7,28,1.3,3,E,73.3,57,,,7.4,1009.2,1011.3,1005.8,,18.1,,.1
647,2010-07-13,25,19.1,31.2,1.5,4,S,67,43,,,6.3,1008.3,1011.3,1005,,17.9,,.4
648,2010-07-14,25.6,22.5,31.1,1.4,4,SSW,68,44,,,7.5,1009.3,1011,1008,,19,,.2
649,2010-07-15,25.7,21.7,31.6,1.3,3,SW,71.2,47,,,6.1,1011.6,1012.9,1010.2,,19.5,,.4
650,2010-07-16,24.9,22.3,29,2,4,ESE,80.5,60,,,9,1011.7,1012.6,1009.9,,21.2,,.2
651,2010-07-17,24.5,23.2,26.4,0.9,4,SE,89.3,79,,,10,1013.6,1014.5,1011.8,,22.7,,
652,2010-07-18,27.7,23.1,32.7,1.6,4,SW,69.9,46,,,7.9,1012.6,1014.5,1010.7,,21.1,,.2
653,2010-07-19,27.9,22.2,33.2,1.6,4,WSW,68.9,46,,,6.1,1013.8,1015.2,1012.3,,21.1,,.5
654,2010-07-20,28.8,23.2,33.9,1.9,4,SE,66,45,,,2.9,1013.9,1015.3,1012.1,,21,,.7
655,2010-07-21,28.8,24,33.4,2.3,5,WNW,66.2,51,,,5.8,1013,1014.6,1010.7,,21.7,,.5
656,2010-07-22,28.3,23.2,32.8,1.9,4,SW,70,49,,,5.6,1012.9,1014.4,1010.6,,21.8,,.5
657,2010-07-23,24.7,21.7,29.1,1.1,4,WSW,83.8,64,,,9.6,1013,1015,1012,,21.6,,0
658,2010-07-24,24.9,21.3,29.7,0.8,2,WSW,83.3,62,,,10,1014.5,1016,1012.9,,21.6,,0
659,2010-07-25,25.5,23.1,30.1,1.2,4,W,81.1,58,,,8.1,1015.1,1016.5,1013.5,,21.8,,.3
660,2010-07-26,25.2,23.4,28.7,1,4,WSW,83.5,64,,,7.9,1014.3,1016.2,1012.9,,22,,.1
661,2010-07-27,26.4,21.6,31.5,1.3,6,WSW,73.9,47,,,5.5,1011.8,1014,1009.6,,20.9,,.6
662,2010-07-28,24.3,20.1,27.5,1.7,4,E,81.2,69,,,7.9,1004,1010.6,1000.3,,21,,
663,2010-07-29,26.4,22.3,30.9,0.9,3,N,80.1,60,,,8,1000.1,1002.1,998.2,,22.8,,.1
664,2010-07-30,26.6,23.6,30.2,0.8,3,SSW,80,63,,,8.8,1004,1006.4,1002.1,,22.5,,.1
665,2010-07-31,27,23.7,31,1.3,4,SW,77.8,61,,,7.5,1005.7,1007,1004.1,,22.5,,.2
666,2010-08-01,28.8,25.4,32.8,1.6,4,W,74.5,55,,,8.4,1006.7,1007.7,1005,,23.6,,.2
667,2010-08-02,27.4,25.6,29.8,0.9,3,W,84.6,72,,,9.5,1006,1007.2,1004.3,,24.4,,0
668,2010-08-03,27.4,25,31.7,1.5,3,ENE,79.3,65,,,8.5,1005.9,1007.1,1004,,23.4,,.1
669,2010-08-04,29.2,24.9,35.1,1.1,3,SW,75.1,46,,,6.9,1008.2,1010.5,1006.6,,24,,.5
670,2010-08-05,28.9,24.8,34.8,1.3,5,WSW,76.6,47,,,4.8,1011.9,1014.5,1010.2,,23.8,,.5
671,2010-08-06,26.3,24.9,30.2,0.8,4,SW,89,72,,,7.6,1015.4,1016.8,1013.9,,24.2,,.1
672,2010-08-07,26.9,24.4,31.9,1.2,5,SW,82.2,59,,,7.5,1014,1016.5,1012.3,,23.6,,.3
673,2010-08-08,27.5,23.8,32.9,1.4,3,SW,75.7,47,,,4.5,1010.6,1013.7,1008.4,,22.4,,.5
674,2010-08-09,28.1,23.4,33.8,1.2,3,ENE,72.8,46,,,2.4,1008.7,1009.9,1007.2,,22.3,,.6
675,2010-08-10,26.1,24.5,30.7,2,6,ESE,85.3,67,,,9,1008.2,1010.1,1005,,23.4,,0
676,2010-08-11,28.2,24.3,33.3,2.3,5,ESE,74,54,,,8.8,1000.5,1005,998,,22.9,,.2
677,2010-08-12,25.4,22.9,28,1.7,4,W,75.8,57,,,8.8,1005,1007,1002.7,,20.6,,.1
678,2010-08-13,26,22.4,28,1.3,6,SSW,88,79,,,10,1002.5,1004.8,1000.1,,23.9,,
679,2010-08-14,27.3,24.9,31.7,1.1,3,SW,83.7,65,,,9.1,1004.2,1006.6,1003.2,,24.1,,.1
680,2010-08-15,26.9,23.5,31.3,1.7,5,SW,80.6,59,,,8.4,1005.7,1008.3,1002.1,,23.1,,.2
681,2010-08-16,24.2,22.3,27.3,0.7,3,WSW,88.8,75,,,9.5,1009.6,1010.7,1008,,22.2,,
682,2010-08-17,25.7,21.9,32.4,1,3,N,72.8,30,,,5.9,1011.2,1013.2,1009.4,,19.5,,.6
683,2010-08-18,26.4,22.8,32.2,1.5,4,ENE,82.3,59,,,8.3,1015.5,1018.1,1012.7,,23.2,,.3
684,2010-08-19,28.2,24.3,34.5,1,3,SW,77.4,51,,,4.4,1018.6,1020.1,1017.1,,23.5,,.5
685,2010-08-20,28.7,24.8,34.1,1,3,WSW,76.8,47,,,4.4,1017.8,1019.6,1015.7,,23.7,,.6
686,2010-08-21,28.5,25.2,33.8,1.1,3,SW,75.5,45,,,2.5,1015.9,1017.6,1014.1,,23.2,,.5
687,2010-08-22,28.4,24.2,33.8,1.3,4,W,73.5,46,,,3.4,1013.8,1015.4,1011.7,,22.6,,.6
688,2010-08-23,27.2,25.4,29.8,1.2,4,WSW,81.7,68,,,8,1012.6,1013.3,1011.2,,23.6,,.1
689,2010-08-24,25.1,22.8,27.3,0.9,4,NNW,87.9,74,,,9.8,1013.2,1014.3,1012.3,,22.8,,0
690,2010-08-25,24.8,23.6,28.4,1.8,5,E,86,73,,,9.9,1012.9,1013.8,1012,,22.2,,0
691,2010-08-26,24.6,22.7,29.2,1.3,4,ESE,86.9,71,,,9,1013.5,1014.8,1012.3,,22.2,,.1
692,2010-08-27,26.5,21.6,31.5,1.5,3,ESE,78,57,,,7.3,1014.4,1015.2,1013,,22,,.4
693,2010-08-28,27.9,25.1,29.8,2.8,5,ESE,67.3,59,,,9.3,1011.2,1014.5,1008.9,,21.3,,.1
694,2010-08-29,26.3,22.7,29.9,1.7,5,WSW,78.5,63,,,9,1009.7,1011.8,1007.1,,21.8,,0
695,2010-08-30,24.8,22.9,28.5,0.5,2,SSW,87.2,68,,,9.9,1010,1011.1,1008.7,,22.3,,0
696,2010-08-31,24.5,22.6,28.6,0.6,3,WNW,90.1,69,,,9.8,1012.3,1014.2,1010.4,,22.4,,0
697,2010-09-01,27.1,22.4,32.8,2.2,5,ESE,76.6,49,,,7.3,1013.3,1015.4,1011,,22.2,,.6
698,2010-09-02,26.1,23,29,3.3,7,SSW,79.4,68,,,8.3,1011.6,1016.5,1005.7,,22.2,,.1
699,2010-09-03,26.6,22.6,33.2,1.1,4,SSE,80.5,54,,,7.3,1014.4,1016.6,1012.2,,22.7,,.4
700,2010-09-04,26.6,23.6,33.5,0.8,2,E,79.6,44,,,4.9,1013.9,1015.6,1012.5,,22.3,,.4
701,2010-09-05,25.6,22.4,32.8,1.2,4,NW,84,50,,,7.3,1012.8,1014.3,1009.4,,21.9,,.5
702,2010-09-06,23.3,22.1,25.4,1.2,4,NE,90,82,,,9.6,1009.2,1012.8,1007.2,,21.4,,
703,2010-09-07,24.7,20.1,29.7,2.1,5,E,67.3,45,,,6.8,1007.9,1012,1005.5,,17.7,,.3
704,2010-09-08,21.5,18,23.6,1.6,4,ESE,65.5,42,,,8.8,1014.9,1016.4,1011.8,,13.9,,0
705,2010-09-09,21.9,17.7,25.7,1,3,E,81.1,64,,,9.8,1013.9,1016.4,1011.6,,18.5,,.1
706,2010-09-10,25.8,22.1,30.5,1.6,4,SW,78.5,60,,,9.1,1009.8,1012,1007.6,,21.7,,.1
707,2010-09-11,23,21.7,23.9,0.9,6,W,94.2,89,,,10,1008.4,1010.1,1005.1,,22,,
708,2010-09-12,23.2,20.5,26.3,1.3,5,WSW,87.8,65,,,8.1,1007.6,1010.4,1005.1,,20.7,,.2
709,2010-09-13,23,20.2,27.6,0.9,3,WNW,79.5,56,,,4.5,1011.5,1013.2,1010.3,,19,,.3
710,2010-09-14,23,18.7,29,0.7,3,NNE,77.9,42,,,5.9,1014.8,1015.8,1013.1,,18.4,,.4
711,2010-09-15,22.2,16.4,29.9,0.9,3,ESE,70.2,32,,,0.4,1014,1016.3,1011.3,,15.8,,.9
712,2010-09-16,21.8,16.7,29.9,1.1,3,W,73.5,34,,,0.6,1012.7,1014.6,1010.7,,16.2,,.8
713,2010-09-17,21.9,16.4,29.2,1,3,W,74.6,36,,,4.3,1013,1014.4,1011.3,,16.9,,.6
714,2010-09-18,22.9,17,30.3,1.2,4,W,70.1,28,,,2,1012.4,1014.7,1010,,16,,.8
715,2010-09-19,19.9,18.3,22.4,1.3,4,ESE,88,77,,,9.6,1012.8,1013.6,1011.6,,17.7,,
716,2010-09-20,20.2,18.4,21.8,0.7,3,ENE,92.8,85,,,10,1012.6,1014.3,1011.1,,19.2,,
717,2010-09-21,24.4,20.7,29.5,1.4,5,WSW,85.4,67,,,9.8,1010.3,1014.5,1007,,21.6,,0
718,2010-09-22,17.7,15.3,23.6,1.8,4,ENE,88.1,77,,,10,1012.6,1014.5,1008.8,,15.5,,
719,2010-09-23,17.2,14.4,22.8,1.1,3,N,78.5,45,,,5.3,1015.7,1017.7,1013.9,,13,,.5
720,2010-09-24,17.2,12.4,23.8,1,3,SSE,71,35,,,5.3,1018,1019.7,1015.6,,11.1,,.6
721,2010-09-25,16.7,11.1,23.2,1.2,3,SE,72.8,35,,,3.5,1018.6,1020.3,1016.5,,10.9,,.6
722,2010-09-26,16.3,11.9,23.5,1.3,3,ENE,74.2,35,,,4.3,1019.5,1021.3,1017.5,,11.4,,.4
723,2010-09-27,16,10.2,24.9,0.9,2,SW,78.6,38,,,4.1,1015.8,1019.4,1012.6,,11.7,,.6
724,2010-09-28,15.3,8.2,20.2,2.1,5,WNW,61.4,22,,,2.9,1017.5,1021.7,1013.8,,5.4,,.8
725,2010-09-29,11.9,6.8,19,1,3,N,78,47,,,5.5,1021,1023.1,1018.6,,8,,.2
726,2010-09-30,12.5,8,20.7,0.9,3,WNW,78.1,36,,,4.3,1021.1,1022.9,1019,,8.3,,.5
727,2010-10-01,13.3,6.6,22.1,0.8,3,W,80.4,45,,,4.3,1022.1,1024.4,1020.1,,9.6,,.4
728,2010-10-02,15.4,8.8,21,1,4,ESE,85.8,62,,,7.8,1016.9,1022.3,1009.9,,12.9,,.1
729,2010-10-03,18.4,15,23,1.9,5,WSW,75.6,41,,,7.9,1009.1,1010.5,1007,,13.4,,.3
730,2010-10-04,14.2,12.4,16.2,1.8,4,W,83.2,71,,,9.6,1009.7,1011.5,1008.4,,11.2,,0
731,2010-10-05,14.3,10.1,19.4,1,3,WSW,77.2,46,,,4,1014.7,1018.4,1011.3,,10,,.3
732,2010-10-06,14.2,9.3,22,0.9,3,E,80.8,46,,,2.5,1019.7,1021.5,1017.6,,10.7,,.5
733,2010-10-07,15.9,10.8,24.6,0.9,3,E,78.5,41,,,4.1,1020.8,1022.6,1018.6,,11.8,,.6
734,2010-10-08,17.2,12.2,23.1,1.3,3,ESE,77.3,49,,,8,1017.4,1021.1,1014.2,,12.9,,.3
735,2010-10-09,17.7,13.3,24.2,1,4,ESE,76.3,42,,,3.6,1011.7,1014.4,1008.8,,13,,.6
736,2010-10-10,16.9,12.4,23.8,0.9,3,NNE,78.3,41,,,0.6,1014.5,1016.4,1012.4,,12.6,,.6
737,2010-10-11,16.2,12.3,20.3,0.9,2,ESE,86.3,69,,,9.1,1016.1,1017.3,1014.3,,13.7,,0
738,2010-10-12,16.7,13.9,20.5,1,3,WSW,83.9,66,,,8.5,1016.4,1017.4,1015,,13.7,,.1
739,2010-10-13,15.9,12.4,19.8,0.8,3,W,82.5,66,,,8.3,1014.7,1017.2,1012.3,,12.8,,0
740,2010-10-14,15.1,11.4,18.7,1.1,3,NNW,77.3,48,,,6.6,1013.9,1015.4,1012,,10.6,,.2
741,2010-10-15,12.1,7,18,1.9,6,W,61.3,22,,,1.4,1016.5,1018.5,1013.8,,2.7,,.8
742,2010-10-16,13.7,7.2,21.1,1.3,5,WSW,74.9,38,,,4,1019.3,1022.3,1017.1,,8.9,,.5
743,2010-10-17,13.7,8.2,21.7,0.9,3,NW,81.4,46,,,3.1,1023.4,1025.4,1021.1,,10.1,,.5
744,2010-10-18,13.1,8.6,20.3,1,3,N,75.9,33,,,3.4,1025.7,1027.4,1023.6,,8.6,,.6
745,2010-10-19,13.2,6.6,22.7,0.8,2,W,79.2,44,,,0.6,1024.2,1026.7,1021.7,,9.4,,.7
746,2010-10-20,14.2,10,21,0.8,2,NNW,82.9,53,,,3.3,1021.5,1023.8,1019.1,,11,,.4
747,2010-10-21,15,10.1,22.1,1.2,4,E,74.2,45,,,5.6,1020.2,1022.1,1017.8,,9.9,,.5
748,2010-10-22,14.3,8.1,22.2,1.3,3,E,70.2,35,,,0.6,1022.5,1024.2,1020.4,,8.1,,.7
749,2010-10-23,12.8,6.1,19.9,1.1,4,ESE,80.4,50,,,7,1020.6,1023.6,1018.2,,9.3,,.2
750,2010-10-24,15,11.3,22.7,0.7,2,NNW,83.7,51,,,6,1013.7,1018.3,1010.6,,12,,.3
751,2010-10-25,11.2,5.7,15.9,2.4,5,WSW,63.5,31,,,4.9,1015.4,1022.2,1012,,2.5,,.5
752,2010-10-26,3.4,-1.8,8.3,2.2,4,NW,37,18,,,0.1,1028,1031.8,1022.2,,-10.8,,.8
753,2010-10-27,4.4,-3.7,13.7,1.2,3,SSW,60.6,28,,,4.3,1029.2,1033,1026,,-3.4,,.7
754,2010-10-28,4.4,-1.6,13,1.3,4,N,63.7,27,,,0,1025.4,1027.2,1022.4,,-2.9,,.8
755,2010-10-29,6.8,-2.5,17.7,1.1,3,E,69.3,31,,,0.9,1026.8,1029.1,1024,,.8,,.8
756,2010-10-30,9.1,2.6,17.3,1.2,3,ESE,68.3,33,,,3.8,1027,1029,1025,,2.6,,.6
757,2010-10-31,8.4,1.7,16.4,0.7,2,SW,74.8,39,,,5.4,1023.4,1027,1021.1,,3.7,,.1
758,2010-11-01,9.2,2.1,16.9,1.6,5,WSW,67.7,24,,,0.9,1019.2,1021.8,1017,,2.1,,.7
759,2010-11-02,5.8,-1.8,10.7,2.5,5,WSW,46.5,22,,,0.1,1021.8,1025.2,1018.3,,-6,,.8
760,2010-11-03,3.7,-4.4,12.9,1.1,4,WSW,61.1,31,,,1.1,1026.2,1028.1,1024,,-3.4,,.7
761,2010-11-04,7.4,-.2,15.8,1.1,5,WSW,73.5,37,,,3.3,1024.6,1026.6,1022.2,,2.6,,.5
762,2010-11-05,8.9,4,16.2,0.9,3,WSW,77,40,,,1.4,1023.7,1025.4,1021.6,,4.6,,.4
763,2010-11-06,9.1,4.9,15.2,0.7,2,SW,83.9,60,,,5.9,1022.5,1024.2,1020.9,,6.4,,.1
764,2010-11-07,9.3,5.6,15.9,0.7,2,NW,82.5,44,,,7.8,1017.3,1021.7,1012.6,,6.4,,.3
765,2010-11-08,8,3,12.3,3.5,7,W,68.4,47,,,8.4,1013.1,1014.4,1010.9,,1.5,,0
766,2010-11-09,3.9,1.3,7.6,3.9,7,W,43.9,29,,,3.4,1017.7,1020.3,1014.1,,-7.6,,.5
767,2010-11-10,2.4,-3.9,10.2,1.4,4,W,54.6,30,,,0,1021.9,1023.3,1020.3,,-6.1,,.8
768,2010-11-11,6.5,-2.8,16.7,1.6,6,SE,69.1,30,,,5,1016.2,1022.7,1009.2,,.2,,.5
769,2010-11-12,8.2,1.3,13.6,2,5,NW,62,31,,,3.8,1021.4,1027,1014,,.6,,.5
770,2010-11-13,7,-1.2,18.8,1,2,W,66.4,20,,,1.8,1026.1,1028.6,1022.6,,-.3,,.8
771,2010-11-14,8.3,5.1,12.5,1.7,5,WSW,45.6,13,,,5.4,1027.9,1029.9,1025.6,,-6.6,,.5
772,2010-11-15,2,-3.4,7.4,1.8,4,WSW,38.6,19,,,0.5,1030.1,1032.6,1027.5,,-11.4,,.8
773,2010-11-16,1.2,-6.3,9.5,1,3,WSW,63.7,31,,,2.8,1026.6,1030.4,1023.4,,-5.5,,.6
774,2010-11-17,2.7,-3.1,11.3,0.9,2,WSW,74.3,43,,,1,1026,1027.4,1024.7,,-1.6,,.7
775,2010-11-18,2.5,-2.5,11.6,0.9,2,WNW,76,32,,,1.3,1026,1028.4,1023.9,,-1.8,,.5
776,2010-11-19,1.3,-4,10.5,0.7,2,E,78.8,43,,,2.9,1021.4,1024.8,1018.7,,-2.3,,.1
777,2010-11-20,3.6,-3.6,14.7,0.9,2,WNW,73.4,29,,,1.3,1019.2,1021.5,1016.8,,-1.6,,.7
778,2010-11-21,7,-.7,16.2,0.8,2,WNW,76.3,42,,,3.3,1015,1018.9,1011.4,,2.8,,.7
779,2010-11-22,7.5,-1,11.6,2.1,5,WSW,59.6,21,,,2.8,1014.2,1020.1,1009.2,,-2,,.6
780,2010-11-23,3.9,-4.6,14.4,1.1,3,SW,61.2,29,,,2.6,1021.8,1023.6,1019.3,,-3.4,,.7
781,2010-11-24,5.6,-1,12.4,0.8,3,W,71.6,47,,,5.9,1021.7,1023.9,1019.3,,.4,,0
782,2010-11-25,3.4,-3.5,8.2,1.9,5,W,58.1,18,,,3,1021.1,1023.4,1019,,-5.5,,.6
783,2010-11-26,-1.3,-6,5.5,1.1,4,N,49.7,14,,,0.5,1022.3,1024.6,1020.5,,-11.8,,.7
784,2010-11-27,0,-5.7,7,1.9,6,W,64.7,43,,,5.6,1018,1022.5,1012.8,,-6,,.1
785,2010-11-28,-1.6,-7,2.3,1.8,5,W,39.2,22,,,2,1025.5,1028.2,1022.5,,-14.2,,.7
786,2010-11-29,2.4,-2,10.6,0.9,2,SSW,64.9,21,,,2.9,1023.8,1026.3,1022.2,,-4.4,,.7
787,2010-11-30,5.6,-.2,13.9,0.9,4,WSW,77.5,58,,,5.1,1019.6,1022.9,1017.2,,2,,.3
788,2010-12-01,4.8,.9,12.2,0.7,2,WSW,87.3,59,,,4,1020.6,1022.6,1018.8,,2.5,,.4
789,2010-12-02,5.9,-.3,11.4,0.7,2,WSW,80.2,62,,,8.8,1015.4,1020.7,1009.5,,2.7,,
790,2010-12-03,2.4,-3.2,11,4.1,7,WNW,48.1,26,,,3.6,1017.6,1022.6,1008.8,,-8.6,,.4
791,2010-12-04,-0.4,-6.5,8.2,0.9,2,N,65,35,,,0.8,1022.3,1024.5,1020.4,,-6.2,,.7
792,2010-12-05,4.6,-3,11.6,0.5,1,ENE,78.1,57,,,7.1,1018.4,1020.8,1016.2,,1.3,,.1
793,2010-12-06,4.7,-4.6,9.1,1.8,5,W,69.6,42,,,4.8,1016.8,1020.1,1014.5,,-1.1,,.2
794,2010-12-07,-3,-6.6,3.2,1,3,WNW,65.1,39,,,1.8,1018.3,1020.8,1016,,-9,,.6
795,2010-12-08,-1.5,-6.6,3.9,1.2,6,WSW,79.6,45,,,8.6,1011.4,1016.9,1007.9,16,-4.9,,.1
796,2010-12-09,-2.7,-7.1,1.6,1.4,4,WSW,66.3,37,,,0.1,1018,1020.5,1010.9,16,-8.3,,.7
797,2010-12-10,1.4,-7.6,9.3,1.6,5,W,65.8,28,,,5,1012.4,1020.2,1006.1,,-5.1,,.6
798,2010-12-11,-0.1,-7.8,8.3,3.4,6,W,45.1,24,,,2.6,1020.3,1026.2,1008.7,,-11.6,,.7
799,2010-12-12,-3.6,-10.2,5.4,0.9,3,ESE,54.8,19,,,5.3,1025.8,1028.5,1023.3,,-11.6,,.6
800,2010-12-13,1.4,-1.4,3,0.7,3,E,80.4,53,,,9.5,1018.1,1024.2,1015.1,,-1.4,,
801,2010-12-14,-1.3,-7.9,2.4,2.9,6,W,65.3,29,,,2.4,1021.7,1026.8,1016.9,,-8.9,,.6
802,2010-12-15,-8.6,-11.3,-4.7,3.3,6,WSW,35.9,27,,,0,1024.7,1027.4,1022.4,,-21.1,,.7
803,2010-12-16,-8.5,-13.5,-3.1,1.5,3,WSW,49.9,29,,,1,1020.2,1023.5,1017.6,,-17.4,,.7
804,2010-12-17,-2.3,-6.6,3.2,0.9,3,WSW,80.9,61,,,6.5,1015.4,1019.4,1012.3,28,-4.9,,.3
805,2010-12-18,-2.7,-10,6.8,0.7,2,SW,70.9,38,,,0,1022.9,1025.3,1019.4,7,-7.5,,.7
806,2010-12-19,1.3,-5.5,5.1,0.6,2,E,80.3,65,,,8,1019,1024.1,1015.2,,-1.5,,0
807,2010-12-20,1.9,-2.8,9.7,0.8,2,WSW,80.3,31,,,3.6,1019.5,1021.3,1017.1,,-1.8,,.5
808,2010-12-21,1.7,-4.6,11.8,0.7,2,E,71.7,30,,,6.6,1014,1019.4,1010.7,,-3.5,,.6
809,2010-12-22,1.8,-2.7,9.4,1,3,WNW,73.6,41,,,1.1,1015.9,1019.5,1012.5,,-2.9,,.7
810,2010-12-23,0.6,-5.7,5.5,2.2,5,WSW,57.9,24,,,4.9,1022.3,1025.8,1019.3,,-8.7,,.3
811,2010-12-24,-9.6,-12,-5.7,3.9,6,W,36.3,20,,,0,1026.7,1029.3,1025.1,,-22.5,,.7
812,2010-12-25,-10,-13.9,-5.5,3.5,6,WSW,39.9,28,,,1.8,1021.1,1025.5,1017.8,,-20.9,,.6
813,2010-12-26,-9,-14.1,-4.4,1.5,4,WNW,57.9,32,,,2.3,1013.5,1017.9,1009.4,3,-15.9,,.5
814,2010-12-27,-4.8,-11.3,1.7,0.9,4,W,72.7,51,,,5.5,1013.5,1015.2,1011.8,4,-8.8,,.3
815,2010-12-28,-0.5,-4.4,2.3,1.2,5,W,81.1,49,,,8,1010.3,1017.8,1006.6,16,-3.9,,
816,2010-12-29,-5,-10,-1.3,0.8,3,WSW,66.3,48,,,4.9,1019.2,1022.3,1015.8,10,-10.3,,.5
817,2010-12-30,-4.8,-12.3,-1.8,2.3,5,WNW,71.8,48,,,5.6,1010.9,1015.8,1008.5,40,-9.4,,.2
818,2010-12-31,-9.2,-13.8,-4.4,0.7,3,WSW,60.6,37,,,2.1,1014.7,1017.6,1012,25,-16,,.7
819,2011-01-01,-8,-15.2,-.6,,,,66.2,41,,,2.6,1022.8,1028.1,1017.3,14,-13.2,,.7
820,2011-01-02,-7.3,-12.7,2,,,,73.9,43,,,0.4,1027.7,1030.4,1025.7,,-11.3,,.6
821,2011-01-03,-5.7,-12.6,-.9,0.5,2,E,78.1,53,,,6.6,1023.4,1026.3,1021.2,7,-8.9,,.1
822,2011-01-04,-4.2,-10.9,-.5,0.8,2,NNW,78.4,55,,,6.1,1022.6,1024,1021.5,7,-7.7,,.2
823,2011-01-05,-2.3,-5,0,2.4,6,W,68.3,44,,,7.5,1021.1,1023.1,1018.9,1,-8,,.1
824,2011-01-06,-7.8,-11.9,-2.9,1.6,4,WNW,59.6,33,,,0.3,1026.2,1029,1023.1,,-14.7,,.7
825,2011-01-07,-9.6,-15.3,-1.6,1,3,W,63,28,,,0,1029.3,1031.3,1027.9,,-16.1,,.7
826,2011-01-08,-6.8,-14.6,0,0.6,2,W,77.8,56,,,5.5,1025.9,1029.9,1022.7,0,-9.7,,.3
827,2011-01-09,-4.6,-12.6,-1.1,2.7,5,WSW,55.4,25,,,2.5,1025,1028.7,1021.7,1,-13.1,,.7
828,2011-01-10,-10.1,-16.6,-3.4,1.3,3,NW,56.7,26,,,1.3,1026.9,1030.2,1024.1,,-17.7,,.6
829,2011-01-11,-6.5,-13.2,-.4,1.1,3,WSW,65.1,36,,,,1018.5,1024.2,1015.3,,-12.2,,.3
