◎ 유역 메타정보 (기준일: 2023.07.20),,,,,,,,,,,,,,,,,
대권역코드,대권역명,유역면적(㎢),중권역코드,중권역명,유역면적(㎢),표준유역코드,표준유역명,유역면적(㎢),관측소타입,관측소코드,관측소명,관측시작일,좌표(경도),좌표(위도),티센가중치,시명,구명
102,북한강,10744,1010,춘천댐,1587.449,101001,수입천상류,94.7,aws,518,해안,1990.05.23.,128.121,38.26958,0.020858,강원도,양구군
102,북한강,10744,1010,춘천댐,1587.449,101002,건솔리하천,112.5,aws,518,해안,1990.05.23.,128.121,38.26958,0.901998,강원도,양구군
102,북한강,10744,1010,춘천댐,1587.449,101004,서천,170.7,aws,518,해안,1990.05.23.,128.121,38.26958,0.271409,강원도,양구군
102,북한강,10744,1011,인북천,931.2199,101101,인북천상류,220.1,aws,518,해안,1990.05.23.,128.121,38.26958,0.711234,강원도,양구군
102,북한강,10744,1011,인북천,931.2199,101102,인북천중류,262.2,aws,518,해안,1990.05.23.,128.121,38.26958,0.312491,강원도,양구군
102,북한강,10744,1011,인북천,931.2199,101104,인북천하류,144.7,aws,518,해안,1990.05.23.,128.121,38.26958,0.105238,강원도,양구군
131,한강동해,3887,1301,양양남대천,1852.93,130109,남강,552,aws,518,해안,1990.05.23.,128.121,38.26958,0.061799,강원도,양구군
102,북한강,10744,1010,춘천댐,1587.449,101008,화천천,263.5,aws,519,사내,1990.05.23.,127.5194,38.07545,0.105319,강원도,화천군
102,북한강,10744,1010,춘천댐,1587.449,101009,춘천댐상류,108.7,aws,519,사내,1990.05.23.,127.5194,38.07545,0.201891,강원도,화천군
102,북한강,10744,1010,춘천댐,1587.449,101010,지촌천,186.9,aws,519,사내,1990.05.23.,127.5194,38.07545,0.805694,강원도,화천군
102,북한강,10744,1010,춘천댐,1587.449,101011,춘천댐,139,aws,519,사내,1990.05.23.,127.5194,38.07545,0.126572,강원도,화천군
102,북한강,10744,1013,의암댐,721.7,101305,가평천상류,131.4,aws,519,사내,1990.05.23.,127.5194,38.07545,0.092618,강원도,화천군
102,북한강,10744,1013,의암댐,721.7,101306,가평천하류,173.9,aws,519,사내,1990.05.23.,127.5194,38.07545,0.040928,강원도,화천군
104,임진강,8140,1022,한탄강,2452.179,102202,화강,447.9,aws,519,사내,1990.05.23.,127.5194,38.07545,5.60E-04,강원도,화천군
131,한강동해,3887,1301,양양남대천,1852.93,130104,남천,211.9,aws,520,설악동,1990.05.13.,128.5177,38.16709,0.055015,강원도,속초시
131,한강동해,3887,1301,양양남대천,1852.93,130105,청초천,152.2,aws,520,설악동,1990.05.13.,128.5177,38.16709,0.412456,강원도,속초시
131,한강동해,3887,1301,양양남대천,1852.93,130107,양양남대천,233,aws,520,설악동,1990.05.13.,128.5177,38.16709,0.004239,강원도,속초시
101,남한강,12394,1006,섬강,1491.01,100603,금계천,155.3,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.004515,강원도,홍천군
102,북한강,10744,1012,소양강,1852.04,101207,소양강댐,400.5,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.085185,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101402,내촌천하류,149.2,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.320863,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101403,홍천강상류,162.6,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.389312,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101404,화촌수위표,74.7,aws,522,화촌,1990.05.22.,127.9838,37.78712,1,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101405,군업천,82.1,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.717718,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101406,덕치천합류전,88.5,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.767854,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101407,덕치천,114.1,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.287046,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101409,성동천,72,aws,522,화촌,1990.05.22.,127.9838,37.78712,0.062366,강원도,홍천군
131,한강동해,3887,1301,양양남대천,1852.93,130107,양양남대천,233,aws,523,주문진,1990.05.11.,128.8211,37.8983,7.39E-04,강원도,강릉시
131,한강동해,3887,1301,양양남대천,1852.93,130108,상운천,144.3,aws,523,주문진,1990.05.11.,128.8211,37.8983,0.207772,강원도,강릉시
131,한강동해,3887,1302,강릉남대천,1050.109,130201,연곡천,230.3,aws,523,주문진,1990.05.11.,128.8211,37.8983,0.188089,강원도,강릉시
131,한강동해,3887,1302,강릉남대천,1050.109,130202,사천천,116.5,aws,524,강문,1990.05.10.,128.923,37.78705,0.109645,강원도,강릉시
131,한강동해,3887,1302,강릉남대천,1050.109,130204,강릉남대천,148.6,aws,524,강문,1990.05.10.,128.923,37.78705,0.075447,강원도,강릉시
131,한강동해,3887,1302,강릉남대천,1050.109,130205,군선천,119.4,aws,524,강문,1990.05.10.,128.923,37.78705,0.124949,강원도,강릉시
101,남한강,12394,1002,평창강,1773.39,100201,흥정천,267.1,aws,525,봉평,1990.05.07.,128.3771,37.61233,0.647996,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100202,평창강상류,135.3,aws,525,봉평,1990.05.07.,128.3771,37.61233,0.061003,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100207,주천강시점,123.9,aws,525,봉평,1990.05.07.,128.3771,37.61233,0.005591,강원도,평창군
101,남한강,12394,1006,섬강,1491.01,100601,횡성댐,207.8,aws,525,봉평,1990.05.07.,128.3771,37.61233,0.025389,강원도,평창군
102,북한강,10744,1012,소양강,1852.04,101201,내린천상류,403.4,aws,525,봉평,1990.05.07.,128.3771,37.61233,0.011437,강원도,평창군
102,북한강,10744,1014,홍천강,1566.05,101401,내촌천상류,195.8,aws,525,봉평,1990.05.07.,128.3771,37.61233,0.013505,강원도,평창군
101,남한강,12394,1001,남한강상류,2447.85,100112,정선,179.6,aws,526,평창,1990.06.27.,128.3946,37.37747,0.013295,강원도,평창군
101,남한강,12394,1001,남한강상류,2447.85,100115,창리천,102.8,aws,526,평창,1990.06.27.,128.3946,37.37747,0.540351,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100202,평창강상류,135.3,aws,526,평창,1990.06.27.,128.3946,37.37747,0.06019,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100203,대화천,117.1,aws,526,평창,1990.06.27.,128.3946,37.37747,0.121417,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100204,계촌천,102.6,aws,526,평창,1990.06.27.,128.3946,37.37747,0.484511,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100205,평창수위표,74.6,aws,526,평창,1990.06.27.,128.3946,37.37747,1,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100206,평창강중류,191,aws,526,평창,1990.06.27.,128.3946,37.37747,0.885344,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100209,주천강중류,212.3,aws,526,평창,1990.06.27.,128.3946,37.37747,0.186963,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100210,주천강하류,89.5,aws,526,평창,1990.06.27.,128.3946,37.37747,0.161009,강원도,평창군
101,남한강,12394,1002,평창강,1773.39,100212,문곡천,93.2,aws,526,평창,1990.06.27.,128.3946,37.37747,0.361817,강원도,평창군
101,남한강,12394,1001,남한강상류,2447.85,100114,지장천하류,102.9,aws,527,신동,1990.05.08.,128.6423,37.21149,0.273865,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100115,창리천,102.8,aws,527,신동,1990.05.08.,128.6423,37.21149,0.020719,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100116,석항천,128,aws,527,신동,1990.05.08.,128.6423,37.21149,0.857051,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100117,영월,157.2,aws,527,신동,1990.05.08.,128.6423,37.21149,0.522392,강원도,정선군
101,남한강,12394,1003,충주댐,2483.82,100301,평창강합류후,52.5,aws,527,신동,1990.05.08.,128.6423,37.21149,0.054102,강원도,정선군
101,남한강,12394,1003,충주댐,2483.82,100303,옥동천중류,122.1,aws,527,신동,1990.05.08.,128.6423,37.21149,0.292864,강원도,정선군
101,남한강,12394,1003,충주댐,2483.82,100304,내린천,97.4,aws,527,신동,1990.05.08.,128.6423,37.21149,0.014277,강원도,정선군
101,남한강,12394,1003,충주댐,2483.82,100305,옥동천하류,142.2,aws,527,신동,1990.05.08.,128.6423,37.21149,0.333334,강원도,정선군
131,한강동해,3887,1303,삼척오십천,986.64,130303,마읍천,205.1,aws,529,원덕,1990.05.09.,129.2859,37.14155,0.00241,강원도,삼척시
131,한강동해,3887,1303,삼척오십천,986.64,130304,호산천,111.3,aws,529,원덕,1990.05.09.,129.2859,37.14155,0.623856,강원도,삼척시
131,한강동해,3887,1303,삼척오십천,986.64,130305,가곡천,266.6,aws,529,원덕,1990.05.09.,129.2859,37.14155,0.602967,강원도,삼척시
201,낙동강상류,7324,2001,안동댐,1628.68,200102,낙동강상류,216.3,aws,529,원덕,1990.05.09.,129.2859,37.14155,0.01237,강원도,삼척시
241,낙동강동해,2973,2401,왕피천,1405.849,240101,부구천,86.3,aws,529,원덕,1990.05.09.,129.2859,37.14155,0.537924,강원도,삼척시
241,낙동강동해,2973,2401,왕피천,1405.849,240102,남대천,137.2,aws,529,원덕,1990.05.09.,129.2859,37.14155,0.04663,강원도,삼척시
241,낙동강동해,2973,2401,왕피천,1405.849,240111,울릉도,73,aws,530,태하,1990.05.30.,130.8117,37.51509,0.569455,경상북도,울릉군
102,북한강,10744,1010,춘천댐,1587.449,101011,춘천댐,139,aws,531,가평북면,1991.11.15.,127.5521,37.89807,0.247785,경기도,가평군
102,북한강,10744,1010,춘천댐,1587.449,101012,춘천댐하류,52.7,aws,531,가평북면,1991.11.15.,127.5521,37.89807,0.160651,경기도,가평군
102,북한강,10744,1013,의암댐,721.7,101302,의암댐,81.8,aws,531,가평북면,1991.11.15.,127.5521,37.89807,0.14668,경기도,가평군
102,북한강,10744,1013,의암댐,721.7,101304,가평수위표,114.9,aws,531,가평북면,1991.11.15.,127.5521,37.89807,0.200421,경기도,가평군
102,북한강,10744,1013,의암댐,721.7,101305,가평천상류,131.4,aws,531,가평북면,1991.11.15.,127.5521,37.89807,0.427086,경기도,가평군
102,북한강,10744,1013,의암댐,721.7,101306,가평천하류,173.9,aws,531,가평북면,1991.11.15.,127.5521,37.89807,0.724296,경기도,가평군
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101803,왕숙천,73.1,aws,532,의정부,1991.11.12.,127.0734,37.73476,0.15999,경기도,의정부시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101808,중랑천상류,118.1,aws,532,의정부,1991.11.12.,127.0734,37.73476,0.806946,경기도,의정부시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101810,중랑천하류,115.4,aws,532,의정부,1991.11.12.,127.0734,37.73476,0.136601,경기도,의정부시
103,팔당댐하류,3116.899,1019,한강고양,848.4199,101904,공릉천상류,125.3,aws,532,의정부,1991.11.12.,127.0734,37.73476,0.071483,경기도,의정부시
104,임진강,8140,1022,한탄강,2452.179,102208,포천천상류,126.2,aws,532,의정부,1991.11.12.,127.0734,37.73476,0.002514,경기도,의정부시
104,임진강,8140,1022,한탄강,2452.179,102212,청담천,54.6,aws,532,의정부,1991.11.12.,127.0734,37.73476,0.24713,경기도,의정부시
101,남한강,12394,1007,남한강하류,2072.719,100711,이포보,107.7,aws,533,백사,1991.01.16.,127.4807,37.32777,0.098611,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100710,양화천,181.1,aws,533,백사,1991.01.16.,127.4807,37.32777,0.003932,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100712,복하천상류,145.3,aws,533,백사,1991.01.16.,127.4807,37.32777,0.001823,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100713,복하천중류,86.3,aws,533,백사,1991.01.16.,127.4807,37.32777,0.539886,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100714,복하천하류,77.8,aws,533,백사,1991.01.16.,127.4807,37.32777,0.620057,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100715,흑천합류전,101,aws,533,백사,1991.01.16.,127.4807,37.32777,0.338767,경기도,이천시
103,팔당댐하류,3116.899,1016,경안천,561.1199,101604,곤지암천,158.5,aws,533,백사,1991.01.16.,127.4807,37.32777,0.37598,경기도,이천시
103,팔당댐하류,3116.899,1016,경안천,561.1199,101605,경안천하류,113.8,aws,533,백사,1991.01.16.,127.4807,37.32777,0.002893,경기도,이천시
101,남한강,12394,1005,충주댐하류,524.4199,100503,운계천합류전,161.3,aws,534,장호원,1991.11.17.,127.6104,37.12099,0.210675,경기도,이천시
101,남한강,12394,1005,충주댐하류,524.4199,100505,섬강합류전,93.1,aws,534,장호원,1991.11.17.,127.6104,37.12099,0.017005,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100703,청미천중류,126.2,aws,534,장호원,1991.11.17.,127.6104,37.12099,0.582239,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100704,응천,103,aws,534,장호원,1991.11.17.,127.6104,37.12099,0.21291,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100705,청미수위표,119.9,aws,534,장호원,1991.11.17.,127.6104,37.12099,1,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100706,강천보,102.8,aws,534,장호원,1991.11.17.,127.6104,37.12099,0.323426,경기도,이천시
101,남한강,12394,1007,남한강하류,2072.719,100710,양화천,181.1,aws,534,장호원,1991.11.17.,127.6104,37.12099,0.152925,경기도,이천시
101,남한강,12394,1002,평창강,1773.39,100201,흥정천,267.1,aws,535,서석,1991.10.30.,128.1826,37.71699,0.002683,강원도,홍천군
101,남한강,12394,1006,섬강,1491.01,100601,횡성댐,207.8,aws,535,서석,1991.10.30.,128.1826,37.71699,0.057982,강원도,홍천군
101,남한강,12394,1006,섬강,1491.01,100603,금계천,155.3,aws,535,서석,1991.10.30.,128.1826,37.71699,0.020946,강원도,홍천군
102,북한강,10744,1012,소양강,1852.04,101202,방내천,173.5,aws,535,서석,1991.10.30.,128.1826,37.71699,0.332119,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101401,내촌천상류,195.8,aws,535,서석,1991.10.30.,128.1826,37.71699,0.932988,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101402,내촌천하류,149.2,aws,535,서석,1991.10.30.,128.1826,37.71699,0.660496,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101403,홍천강상류,162.6,aws,535,서석,1991.10.30.,128.1826,37.71699,0.004724,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101405,군업천,82.1,aws,535,서석,1991.10.30.,128.1826,37.71699,0.282282,강원도,홍천군
102,북한강,10744,1014,홍천강,1566.05,101407,덕치천,114.1,aws,535,서석,1991.10.30.,128.1826,37.71699,0.071646,강원도,홍천군
101,남한강,12394,1006,섬강,1491.01,100601,횡성댐,207.8,aws,536,횡성,1991.10.29.,127.9723,37.4876,0.03334,강원도,횡성군
101,남한강,12394,1006,섬강,1491.01,100602,횡성댐하류,75.8,aws,536,횡성,1991.10.29.,127.9723,37.4876,0.342034,강원도,횡성군
101,남한강,12394,1006,섬강,1491.01,100603,금계천,155.3,aws,536,횡성,1991.10.29.,127.9723,37.4876,0.51299,강원도,횡성군
101,남한강,12394,1006,섬강,1491.01,100604,전천,170.7,aws,536,횡성,1991.10.29.,127.9723,37.4876,0.189522,강원도,횡성군
101,남한강,12394,1006,섬강,1491.01,100605,원주천합류전,108,aws,536,횡성,1991.10.29.,127.9723,37.4876,0.728007,강원도,횡성군
101,남한강,12394,1006,섬강,1491.01,100606,원주천,152.9,aws,536,횡성,1991.10.29.,127.9723,37.4876,0.006085,강원도,횡성군
101,남한강,12394,1006,섬강,1491.01,100608,간현수위표,195.7,aws,536,횡성,1991.10.29.,127.9723,37.4876,0.231796,강원도,횡성군
101,남한강,12394,1001,남한강상류,2447.85,100102,광동댐하류,171,aws,537,임계,1991.10.31.,128.8459,37.4832,0.187785,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100103,임계천,167.8,aws,537,임계,1991.10.31.,128.8459,37.4832,0.434603,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100104,골지천중류,87.5,aws,537,임계,1991.10.31.,128.8459,37.4832,0.801025,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100106,송천,202.6,aws,537,임계,1991.10.31.,128.8459,37.4832,0.040634,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100107,골지천하류,74,aws,537,임계,1991.10.31.,128.8459,37.4832,0.001293,강원도,정선군
101,남한강,12394,1001,남한강상류,2447.85,100111,어천하류,120.5,aws,537,임계,1991.10.31.,128.8459,37.4832,0.104705,강원도,정선군
104,임진강,8140,1021,임진강상류,2072.709,102102,평안천합류후,427.9,aws,538,신서,1992.12.15.,127.1029,38.17253,0.006316,경기도,연천군
104,임진강,8140,1021,임진강상류,2072.709,102104,평안천하류,229,aws,538,신서,1992.12.15.,127.1029,38.17253,0.067204,경기도,연천군
104,임진강,8140,1021,임진강상류,2072.709,102105,역곡천합류후,244.8,aws,538,신서,1992.12.15.,127.1029,38.17253,0.062493,경기도,연천군
104,임진강,8140,1021,임진강상류,2072.709,102107,역곡천,419.5,aws,538,신서,1992.12.15.,127.1029,38.17253,0.228009,경기도,연천군
104,임진강,8140,1021,임진강상류,2072.709,102108,군남홍수조절지,182.9,aws,538,신서,1992.12.15.,127.1029,38.17253,0.031691,경기도,연천군
104,임진강,8140,1022,한탄강,2452.179,102205,한탄강댐,107.8,aws,538,신서,1992.12.15.,127.1029,38.17253,0.005105,경기도,연천군
104,임진강,8140,1022,한탄강,2452.179,102214,차탄천,191.2,aws,538,신서,1992.12.15.,127.1029,38.17253,0.633247,경기도,연천군
102,북한강,10744,1013,의암댐,721.7,101305,가평천상류,131.4,aws,539,포천이동,1998.11.26.,127.3656,38.02415,0.42126,경기도,포천시
102,북한강,10744,1015,청평댐,760.6099,101503,조종천상류,155.8,aws,539,포천이동,1998.11.26.,127.3656,38.02415,0.002442,경기도,포천시
104,임진강,8140,1022,한탄강,2452.179,102204,부소천합류후,164.1,aws,539,포천이동,1998.11.26.,127.3656,38.02415,0.129591,경기도,포천시
104,임진강,8140,1022,한탄강,2452.179,102206,영평천상류,115.2,aws,539,포천이동,1998.11.26.,127.3656,38.02415,0.660829,경기도,포천시
104,임진강,8140,1022,한탄강,2452.179,102207,수입천,65.3,aws,539,포천이동,1998.11.26.,127.3656,38.02415,0.13797,경기도,포천시
104,임진강,8140,1022,한탄강,2452.179,102210,영평천하류,148.4,aws,539,포천이동,1998.11.26.,127.3656,38.02415,0.05684,경기도,포천시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101813,홍제천,50.9,aws,540,고양,1992.11.15.,126.8919,37.63729,0.101478,경기도,덕양구
103,팔당댐하류,3116.899,1019,한강고양,848.4199,101901,창릉천,80.3,aws,540,고양,1992.11.15.,126.8919,37.63729,0.414567,경기도,덕양구
103,팔당댐하류,3116.899,1019,한강고양,848.4199,101902,행주대교수위표,44.5,aws,540,고양,1992.11.15.,126.8919,37.63729,0.107383,경기도,덕양구
103,팔당댐하류,3116.899,1019,한강고양,848.4199,101903,계양천합류후,147.3,aws,540,고양,1992.11.15.,126.8919,37.63729,0.043505,경기도,덕양구
103,팔당댐하류,3116.899,1019,한강고양,848.4199,101904,공릉천상류,125.3,aws,540,고양,1992.11.15.,126.8919,37.63729,0.273988,경기도,덕양구
103,팔당댐하류,3116.899,1019,한강고양,848.4199,101905,공릉천하류,136,aws,540,고양,1992.11.15.,126.8919,37.63729,0.029491,경기도,덕양구
104,임진강,8140,1023,임진강하류,1419.209,102305,문산천상류,83.4,aws,540,고양,1992.11.15.,126.8919,37.63729,3.11E-04,경기도,덕양구
102,북한강,10744,1015,청평댐,760.6099,101508,북한강하류,166.1,aws,541,남양주,1992.11.21.,127.1505,37.63404,0.001321,경기도,남양주시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101801,팔당댐하류,138.9,aws,541,남양주,1992.11.21.,127.1505,37.63404,0.114509,경기도,남양주시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101802,퇴계원수위표,201.5,aws,541,남양주,1992.11.21.,127.1505,37.63404,0.277008,경기도,남양주시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101803,왕숙천,73.1,aws,541,남양주,1992.11.21.,127.1505,37.63404,0.441284,경기도,남양주시
101,남한강,12394,1007,남한강하류,2072.719,100719,남한강하류,88.5,aws,542,청평,1992.11.01.,127.38,37.68413,0.119296,경기도,가평군
102,북한강,10744,1015,청평댐,760.6099,101501,미원천,64.6,aws,542,청평,1992.11.01.,127.38,37.68413,0.290188,경기도,가평군
102,북한강,10744,1015,청평댐,760.6099,101502,청평댐,55,aws,542,청평,1992.11.01.,127.38,37.68413,0.5507,경기도,가평군
102,북한강,10744,1015,청평댐,760.6099,101504,조종천하류,104.6,aws,542,청평,1992.11.01.,127.38,37.68413,0.286028,경기도,가평군
102,북한강,10744,1015,청평댐,760.6099,101505,구운천,87.9,aws,542,청평,1992.11.01.,127.38,37.68413,0.648066,경기도,가평군
102,북한강,10744,1015,청평댐,760.6099,101506,청평댐하류,48.2,aws,542,청평,1992.11.01.,127.38,37.68413,1,경기도,가평군
102,북한강,10744,1015,청평댐,760.6099,101507,벽계천,78,aws,542,청평,1992.11.01.,127.38,37.68413,0.611078,경기도,가평군
102,북한강,10744,1015,청평댐,760.6099,101508,북한강하류,166.1,aws,542,청평,1992.11.01.,127.38,37.68413,0.663168,경기도,가평군
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101802,퇴계원수위표,201.5,aws,542,청평,1992.11.01.,127.38,37.68413,0.016026,경기도,가평군
121,한강서해,1991,1201,한강서해,1009.549,120104,삼동암천,156.7,aws,543,영종도,1992.11.16.,126.5494,37.499,0.004168,인천광역시,중구
121,한강서해,1991,1201,한강서해,1009.549,120107,영종도,123.4,aws,543,영종도,1992.11.16.,126.5494,37.499,0.439465,인천광역시,중구
121,한강서해,1991,1201,한강서해,1009.549,120108,웅진군,98.6,aws,543,영종도,1992.11.16.,126.5494,37.499,0.053294,인천광역시,중구
121,한강서해,1991,1202,시화호,961.26,120203,송산면,94.4,aws,544,전곡항,1992.11.16.,126.6544,37.18564,0.434919,경기도,안산시단원구
121,한강서해,1991,1202,시화호,961.26,120204,시화방조제,196.1,aws,544,전곡항,1992.11.16.,126.6544,37.18564,0.198038,경기도,안산시단원구
121,한강서해,1991,1202,시화호,961.26,120205,자안천,199.4,aws,544,전곡항,1992.11.16.,126.6544,37.18564,0.200205,경기도,안산시단원구
121,한강서해,1991,1202,시화호,961.26,120201,화정천,120,aws,545,안산,1992.11.14.,126.8384,37.28102,0.425037,경기도,안산시상록구
121,한강서해,1991,1202,시화호,961.26,120202,반월천,107.2,aws,545,안산,1992.11.14.,126.8384,37.28102,0.483634,경기도,안산시상록구
121,한강서해,1991,1202,시화호,961.26,120203,송산면,94.4,aws,545,안산,1992.11.14.,126.8384,37.28102,0.147519,경기도,안산시상록구
121,한강서해,1991,1202,시화호,961.26,120204,시화방조제,196.1,aws,545,안산,1992.11.14.,126.8384,37.28102,0.203753,경기도,안산시상록구
101,남한강,12394,1007,남한강하류,2072.719,100719,남한강하류,88.5,aws,546,경기광주,1992.11.07.,127.2592,37.43529,0.171259,경기도,광주시
103,팔당댐하류,3116.899,1016,경안천,561.1199,101603,경안수위표,90.3,aws,546,경기광주,1992.11.07.,127.2592,37.43529,0.764658,경기도,광주시
103,팔당댐하류,3116.899,1016,경안천,561.1199,101604,곤지암천,158.5,aws,546,경기광주,1992.11.07.,127.2592,37.43529,0.360936,경기도,광주시
103,팔당댐하류,3116.899,1016,경안천,561.1199,101605,경안천하류,113.8,aws,546,경기광주,1992.11.07.,127.2592,37.43529,0.960192,경기도,광주시
103,팔당댐하류,3116.899,1017,팔당댐,43.86999,101701,팔당댐,43.8,aws,546,경기광주,1992.11.07.,127.2592,37.43529,0.708451,경기도,광주시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101801,팔당댐하류,138.9,aws,546,경기광주,1992.11.07.,127.2592,37.43529,0.040723,경기도,광주시
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101805,성남수위표,102.8,aws,546,경기광주,1992.11.07.,127.2592,37.43529,0.011427,경기도,광주시
101,남한강,12394,1006,섬강,1491.01,100607,삼산천,124.1,aws,547,양동,1993.11.17.,127.7547,37.41593,0.910355,경기도,양평군
101,남한강,12394,1006,섬강,1491.01,100608,간현수위표,195.7,aws,547,양동,1993.11.17.,127.7547,37.41593,0.318609,경기도,양평군
101,남한강,12394,1006,섬강,1491.01,100610,섬강하류,186.6,aws,547,양동,1993.11.17.,127.7547,37.41593,0.05343,경기도,양평군
101,남한강,12394,1007,남한강하류,2072.719,100707,금당천,92.5,aws,547,양동,1993.11.17.,127.7547,37.41593,0.54026,경기도,양평군
101,남한강,12394,1007,남한강하류,2072.719,100716,흑천상류,161.2,aws,547,양동,1993.11.17.,127.7547,37.41593,0.014611,경기도,양평군
101,남한강,12394,1007,남한강하류,2072.719,100717,흑천하류,152.7,aws,547,양동,1993.11.17.,127.7547,37.41593,0.008029,경기도,양평군
101,남한강,12394,1007,남한강하류,2072.719,100706,강천보,102.8,aws,548,여주,1992.11.04.,127.6395,37.26882,0.226521,경기도,여주시
101,남한강,12394,1007,남한강하류,2072.719,100707,금당천,92.5,aws,548,여주,1992.11.04.,127.6395,37.26882,0.21558,경기도,여주시
101,남한강,12394,1007,남한강하류,2072.719,100708,여주수위표,64.6,aws,548,여주,1992.11.04.,127.6395,37.26882,0.819386,경기도,여주시
101,남한강,12394,1007,남한강하류,2072.719,100709,여주보,62.3,aws,548,여주,1992.11.04.,127.6395,37.26882,0.602334,경기도,여주시
101,남한강,12394,1007,남한강하류,2072.719,100710,양화천,181.1,aws,548,여주,1992.11.04.,127.6395,37.26882,0.219817,경기도,여주시
101,남한강,12394,1007,남한강하류,2072.719,100701,청미천상류,116.1,aws,549,용인,1992.11.12.,127.2217,37.27011,0.005914,경기도,처인구
101,남한강,12394,1007,남한강하류,2072.719,100712,복하천상류,145.3,aws,549,용인,1992.11.12.,127.2217,37.27011,0.169063,경기도,처인구
103,팔당댐하류,3116.899,1016,경안천,561.1199,101601,경안천상류,149.8,aws,549,용인,1992.11.12.,127.2217,37.27011,0.983167,경기도,처인구
103,팔당댐하류,3116.899,1016,경안천,561.1199,101602,오산천,48.4,aws,549,용인,1992.11.12.,127.2217,37.27011,0.326748,경기도,처인구
103,팔당댐하류,3116.899,1016,경안천,561.1199,101603,경안수위표,90.3,aws,549,용인,1992.11.12.,127.2217,37.27011,0.108304,경기도,처인구
103,팔당댐하류,3116.899,1016,경안천,561.1199,101604,곤지암천,158.5,aws,549,용인,1992.11.12.,127.2217,37.27011,0.263084,경기도,처인구
103,팔당댐하류,3116.899,1018,한강서울,1537.219,101804,탄천상류,101,aws,549,용인,1992.11.12.,127.2217,37.27011,0.021053,경기도,처인구
111,안성천,1660,1101,안성천,1658.66,110109,이동댐,95.5,aws,549,용인,1992.11.12.,127.2217,37.27011,0.235694,경기도,처인구
111,안성천,1660,1101,안성천,1658.66,110110,기흥댐,52.5,aws,549,용인,1992.11.12.,127.2217,37.27011,0.507619,경기도,처인구
111,안성천,1660,1101,안성천,1658.66,110111,오산천,98.3,aws,549,용인,1992.11.12.,127.2217,37.27011,0.025075,경기도,처인구
111,안성천,1660,1101,안성천,1658.66,110110,기흥댐,52.5,aws,550,오산,1992.11.03.,127.0527,37.1693,0.296222,경기도,오산시
